team,defense_passing_epa_x,defense_rushing_epa_x,defense_pacr_x,defesne_wopr_x,defensive_racr_x,defense_sacks_x,defense_interceptions_x,passing_epa_x,rushing_epa_x,pacr_x,wopr_x,racr_x,sacks_x,interceptions_x,opponent_x,opponent_y,team_score_x,opponent_score_x,opponent,team_x,defense_passing_epa_y,defense_rushing_epa_y,defense_pacr_y,defesne_wopr_y,defensive_racr_y,defense_sacks_y,defense_interceptions_y,passing_epa_y,rushing_epa_y,pacr_y,wopr_y,racr_y,sacks_y,interceptions_y
SEA,0.568006873,-0.804208517,1.077808142,0.244444445,1.314467669,4,1.5,1.685176849,0.595556617,1.163037658,0.251428515,1.540668249,1.75,1,SEA,NYG,24,3,NYG,NYG,2.32831502,0.389380842,1.417280197,0.289473653,0.655171216,1.666666627,2,-6.288093567,-0.433977067,0.989872217,0.239130452,1.564719796,4.285714149,1.5
SF,-6.251096249,-0.186934322,1.926877379,0.261904776,2.850395441,2.166666746,2,11.0967989,0.009895548,1.255221486,0.323529422,1.934275866,1.600000024,0,SF,NYG,30,12,NYG,NYG,2.32831502,0.389380842,1.417280197,0.289473653,0.655171216,1.666666627,2,-6.288093567,-0.433977067,0.989872217,0.239130452,1.564719796,4.285714149,1.5
BUF,-4.800998688,-0.08975096,1.166542888,0.282051265,0.852969706,4.199999809,2,10.8323822,0.464761585,1.076868296,0.249999985,2.365829706,3,1.666666627,BUF,NYJ,16,22,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2,DAL,NYJ,30,10,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1,DEN,NYJ,21,31,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5,KC,NYJ,23,20,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
NE,0.019377232,-0.728427231,0.846599758,0.255813897,0.12038441,2.400000095,1,-6.525944233,-1.760197163,0.65668577,0.255813986,0.466684848,2,1.5,NE,NYJ,15,10,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
BUF,-4.800998688,-0.08975096,1.166542888,0.282051265,0.852969706,4.199999809,2,10.8323822,0.464761585,1.076868296,0.249999985,2.365829706,3,1.666666627,BUF,NYJ,16,22,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2,DAL,NYJ,30,10,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1,DEN,NYJ,21,31,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5,KC,NYJ,23,20,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
NE,0.019377232,-0.728427231,0.846599758,0.255813897,0.12038441,2.400000095,1,-6.525944233,-1.760197163,0.65668577,0.255813986,0.466684848,2,1.5,NE,NYJ,15,10,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
BUF,-4.800998688,-0.08975096,1.166542888,0.282051265,0.852969706,4.199999809,2,10.8323822,0.464761585,1.076868296,0.249999985,2.365829706,3,1.666666627,BUF,NYJ,16,22,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2,DAL,NYJ,30,10,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1,DEN,NYJ,21,31,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5,KC,NYJ,23,20,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
NE,0.019377232,-0.728427231,0.846599758,0.255813897,0.12038441,2.400000095,1,-6.525944233,-1.760197163,0.65668577,0.255813986,0.466684848,2,1.5,NE,NYJ,15,10,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
BUF,-4.800998688,-0.08975096,1.166542888,0.282051265,0.852969706,4.199999809,2,10.8323822,0.464761585,1.076868296,0.249999985,2.365829706,3,1.666666627,BUF,NYJ,16,22,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2,DAL,NYJ,30,10,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1,DEN,NYJ,21,31,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5,KC,NYJ,23,20,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
NE,0.019377232,-0.728427231,0.846599758,0.255813897,0.12038441,2.400000095,1,-6.525944233,-1.760197163,0.65668577,0.255813986,0.466684848,2,1.5,NE,NYJ,15,10,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
BUF,-4.800998688,-0.08975096,1.166542888,0.282051265,0.852969706,4.199999809,2,10.8323822,0.464761585,1.076868296,0.249999985,2.365829706,3,1.666666627,BUF,NYJ,16,22,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
DAL,-4.439721584,-0.891836524,0.93536061,0.255813897,0.888502359,2.5,2.333333254,-0.013146922,-0.400317013,2.056748629,0.244444445,1.791780949,2,2,DAL,NYJ,30,10,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
DEN,8.561881065,0.817699611,1.42549181,0.268292725,-0.239349544,4,1,2.343309641,-0.215516239,1.082902193,0.234042615,1.644558907,3,1,DEN,NYJ,21,31,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
KC,-2.398800611,-0.479563057,0.761711478,0.275000036,0.462710708,2.599999905,1,5.618223667,-0.110006183,1.02891171,0.200000018,0.504531801,1.333333373,1.5,KC,NYJ,23,20,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
NE,0.019377232,-0.728427231,0.846599758,0.255813897,0.12038441,2.400000095,1,-6.525944233,-1.760197163,0.65668577,0.255813986,0.466684848,2,1.5,NE,NYJ,15,10,NYJ,NYJ,0.865299404,-0.762514591,1.019608498,0.25,2.314345598,2.75,2.5,-7.085914135,-0.378294468,0.933701336,0.268292695,-0.370889157,2.5,1.666666627
LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627,LA,PHI,14,23,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
MIN,4.872261047,-0.83005023,1.333538055,0.282051295,0.289377153,2.599999905,1,2.183069944,-0.222655043,0.924682438,0.282051295,1.275293708,2.599999905,1.333333373,MIN,PHI,28,34,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
NE,0.019377232,-0.728427231,0.846599758,0.255813897,0.12038441,2.400000095,1,-6.525944233,-1.760197163,0.65668577,0.255813986,0.466684848,2,1.5,NE,PHI,20,25,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
TB,-3.739165068,-0.606299102,1.043685913,0.303448319,0.778140724,2.400000095,1.5,4.573552132,-1.47267437,0.984017789,0.30344817,0.045739286,1.333333373,1,TB,PHI,11,25,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
WAS,4.278719902,0.495720118,0.862084031,0.305555463,1.068466425,4,1,-4.242918968,0.113383077,0.950581729,0.25,0.704634488,5.800000191,2,WAS,PHI,31,34,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627,LA,PHI,14,23,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
MIN,4.872261047,-0.83005023,1.333538055,0.282051295,0.289377153,2.599999905,1,2.183069944,-0.222655043,0.924682438,0.282051295,1.275293708,2.599999905,1.333333373,MIN,PHI,28,34,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
NE,0.019377232,-0.728427231,0.846599758,0.255813897,0.12038441,2.400000095,1,-6.525944233,-1.760197163,0.65668577,0.255813986,0.466684848,2,1.5,NE,PHI,20,25,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
TB,-3.739165068,-0.606299102,1.043685913,0.303448319,0.778140724,2.400000095,1.5,4.573552132,-1.47267437,0.984017789,0.30344817,0.045739286,1.333333373,1,TB,PHI,11,25,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
WAS,4.278719902,0.495720118,0.862084031,0.305555463,1.068466425,4,1,-4.242918968,0.113383077,0.950581729,0.25,0.704634488,5.800000191,2,WAS,PHI,31,34,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627,LA,PHI,14,23,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
MIN,4.872261047,-0.83005023,1.333538055,0.282051295,0.289377153,2.599999905,1,2.183069944,-0.222655043,0.924682438,0.282051295,1.275293708,2.599999905,1.333333373,MIN,PHI,28,34,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
NE,0.019377232,-0.728427231,0.846599758,0.255813897,0.12038441,2.400000095,1,-6.525944233,-1.760197163,0.65668577,0.255813986,0.466684848,2,1.5,NE,PHI,20,25,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
TB,-3.739165068,-0.606299102,1.043685913,0.303448319,0.778140724,2.400000095,1.5,4.573552132,-1.47267437,0.984017789,0.30344817,0.045739286,1.333333373,1,TB,PHI,11,25,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
WAS,4.278719902,0.495720118,0.862084031,0.305555463,1.068466425,4,1,-4.242918968,0.113383077,0.950581729,0.25,0.704634488,5.800000191,2,WAS,PHI,31,34,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627,LA,PHI,14,23,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
MIN,4.872261047,-0.83005023,1.333538055,0.282051295,0.289377153,2.599999905,1,2.183069944,-0.222655043,0.924682438,0.282051295,1.275293708,2.599999905,1.333333373,MIN,PHI,28,34,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
NE,0.019377232,-0.728427231,0.846599758,0.255813897,0.12038441,2.400000095,1,-6.525944233,-1.760197163,0.65668577,0.255813986,0.466684848,2,1.5,NE,PHI,20,25,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
TB,-3.739165068,-0.606299102,1.043685913,0.303448319,0.778140724,2.400000095,1.5,4.573552132,-1.47267437,0.984017789,0.30344817,0.045739286,1.333333373,1,TB,PHI,11,25,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
WAS,4.278719902,0.495720118,0.862084031,0.305555463,1.068466425,4,1,-4.242918968,0.113383077,0.950581729,0.25,0.704634488,5.800000191,2,WAS,PHI,31,34,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
LA,1.074828506,-0.038604103,0.842607319,0.305555522,1.789260149,1.600000024,1,3.204817533,0.531610608,0.83831346,0.333333313,1.657974601,3.25,1.666666627,LA,PHI,14,23,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
MIN,4.872261047,-0.83005023,1.333538055,0.282051295,0.289377153,2.599999905,1,2.183069944,-0.222655043,0.924682438,0.282051295,1.275293708,2.599999905,1.333333373,MIN,PHI,28,34,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
NE,0.019377232,-0.728427231,0.846599758,0.255813897,0.12038441,2.400000095,1,-6.525944233,-1.760197163,0.65668577,0.255813986,0.466684848,2,1.5,NE,PHI,20,25,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
TB,-3.739165068,-0.606299102,1.043685913,0.303448319,0.778140724,2.400000095,1.5,4.573552132,-1.47267437,0.984017789,0.30344817,0.045739286,1.333333373,1,TB,PHI,11,25,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
WAS,4.278719902,0.495720118,0.862084031,0.305555463,1.068466425,4,1,-4.242918968,0.113383077,0.950581729,0.25,0.704634488,5.800000191,2,WAS,PHI,31,34,PHI,PHI,3.313935518,-0.521933019,0.71656096,0.297297299,0.195771351,3,1,3.272067308,0.890267849,0.815006077,0.34375,0.256431013,2.400000095,1.333333373
BAL,-8.263084412,-1.285269976,0.743375659,0.268292665,0.512436092,3.599999905,2,-1.125380039,0.109010644,1.113971472,0.305555582,1.018324614,3.75,1,BAL,PIT,10,17,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
CLE,-6.961577415,-1.395305634,0.905296803,0.338461548,1.074284911,3,1,-10.41952133,-0.607534945,0.627718031,0.258823514,2.985728264,4,1.666666627,CLE,PIT,22,26,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
HOU,1.118422866,-0.586368859,1.462084293,0.261904776,0.67858243,3.5,1,4.245210648,-1.406549096,0.996988297,0.249999985,1.653515339,5.5,0,HOU,PIT,30,6,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024,LV,PIT,18,23,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
SF,-6.251096249,-0.186934322,1.926877379,0.261904776,2.850395441,2.166666746,2,11.0967989,0.009895548,1.255221486,0.323529422,1.934275866,1.600000024,0,SF,PIT,30,7,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
BAL,-8.263084412,-1.285269976,0.743375659,0.268292665,0.512436092,3.599999905,2,-1.125380039,0.109010644,1.113971472,0.305555582,1.018324614,3.75,1,BAL,PIT,10,17,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
CLE,-6.961577415,-1.395305634,0.905296803,0.338461548,1.074284911,3,1,-10.41952133,-0.607534945,0.627718031,0.258823514,2.985728264,4,1.666666627,CLE,PIT,22,26,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
HOU,1.118422866,-0.586368859,1.462084293,0.261904776,0.67858243,3.5,1,4.245210648,-1.406549096,0.996988297,0.249999985,1.653515339,5.5,0,HOU,PIT,30,6,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024,LV,PIT,18,23,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
SF,-6.251096249,-0.186934322,1.926877379,0.261904776,2.850395441,2.166666746,2,11.0967989,0.009895548,1.255221486,0.323529422,1.934275866,1.600000024,0,SF,PIT,30,7,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
BAL,-8.263084412,-1.285269976,0.743375659,0.268292665,0.512436092,3.599999905,2,-1.125380039,0.109010644,1.113971472,0.305555582,1.018324614,3.75,1,BAL,PIT,10,17,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
CLE,-6.961577415,-1.395305634,0.905296803,0.338461548,1.074284911,3,1,-10.41952133,-0.607534945,0.627718031,0.258823514,2.985728264,4,1.666666627,CLE,PIT,22,26,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
HOU,1.118422866,-0.586368859,1.462084293,0.261904776,0.67858243,3.5,1,4.245210648,-1.406549096,0.996988297,0.249999985,1.653515339,5.5,0,HOU,PIT,30,6,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024,LV,PIT,18,23,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
SF,-6.251096249,-0.186934322,1.926877379,0.261904776,2.850395441,2.166666746,2,11.0967989,0.009895548,1.255221486,0.323529422,1.934275866,1.600000024,0,SF,PIT,30,7,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
BAL,-8.263084412,-1.285269976,0.743375659,0.268292665,0.512436092,3.599999905,2,-1.125380039,0.109010644,1.113971472,0.305555582,1.018324614,3.75,1,BAL,PIT,10,17,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
CLE,-6.961577415,-1.395305634,0.905296803,0.338461548,1.074284911,3,1,-10.41952133,-0.607534945,0.627718031,0.258823514,2.985728264,4,1.666666627,CLE,PIT,22,26,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
HOU,1.118422866,-0.586368859,1.462084293,0.261904776,0.67858243,3.5,1,4.245210648,-1.406549096,0.996988297,0.249999985,1.653515339,5.5,0,HOU,PIT,30,6,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
LV,0.610190272,0.022218173,1.052874565,0.25000003,0.53982079,1.799999952,2,-1.807056904,-1.157999158,1.012217879,0.289473712,0.571608245,3.75,1.600000024,LV,PIT,18,23,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
SF,-6.251096249,-0.186934322,1.926877379,0.261904776,2.850395441,2.166666746,2,11.0967989,0.009895548,1.255221486,0.323529422,1.934275866,1.600000024,0,SF,PIT,30,7,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
BAL,-8.263084412,-1.285269976,0.743375659,0.268292665,0.512436092,3.599999905,2,-1.125380039,0.109010644,1.113971472,0.305555582,1.018324614,3.75,1,BAL,PIT,10,17,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
CLE,-6.961577415,-1.395305634,0.905296803,0.338461548,1.074284911,3,1,-10.41952133,-0.607534945,0.627718031,0.258823514,2.985728264,4,1.666666627,CLE,PIT,22,26,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
HOU,1.118422866,-0.586368859,1.462084293,0.261904776,0.67858243,3.5,1,4.245210648,-1.406549096,0.996988297,0.249999985,1.653515339,5.5,0,HOU,PIT,30,6,PIT,PIT,-3.220057726,0.000801739,0.830326617,0.289473742,0.690930367,4.25,1.666666627,-5.446530819,-1.265805364,0.864830732,0.282051295,0.655430138,2.799999952,1.333333373
